Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
1022,Ravenclaw,Bess,Conte,1999-11-18,Left,35060.0,-418.9065527051216,5.492307646677643,4.189065527051215,5.772,812.6522382987268,564.5593643891024,6.014744429350902,1089.3180124712055,8.357092189250816,1.2002046581731816,-228.49771,-51.46
1442,Hufflepuff,Willard,Morley,1999-01-24,Right,66454.0,261.6447314070159,4.253128777888638,-2.616447314070159,4.7860000000000005,-604.2365389833864,,,1056.8787624302631,7.3598411213500015,0.9319966232532388,-242.63107,-58.56
1061,Gryffindor,Alda,Ocampo,1998-03-03,Right,36653.0,438.39989233314566,-6.594894277302171,-4.383998923331457,4.566,-421.0976997036199,597.329744189879,-3.4198501648559736,948.1680287906552,4.8398875767780165,-0.7298000738959234,-252.28874,177.31
568,Ravenclaw,Zachery,Gatlin,2001-09-22,Right,45537.0,-453.6639796075904,4.626356786930005,4.536639796075903,4.847,545.1780937944062,603.742761344829,4.3711275675964805,1047.9223313202965,7.041013573936143,-0.5178498416954965,-231.43628,7.97
1230,Ravenclaw,Sofia,Mckay,2001-08-06,Right,63226.0,-429.1239287884269,7.344891705455869,4.2912392878842684,5.494,131.97839157465285,590.0587377820518,4.647158125289024,1024.3763354439027,4.336143867221414,0.0013506513241754,-231.95868,27.37
1166,Ravenclaw,Dino,Darby,1999-09-15,Right,83968.0,-486.3374893030373,6.103220258537752,4.863374893030374,6.6320000000000014,656.3354203043846,671.7224514587123,4.123705146492293,1026.1717128767511,4.084778559310863,,-230.28178,-0.07
248,Gryffindor,Lisa,Paz,2001-05-07,Right,,591.4205441090012,-4.482701830151101,-5.9142054410900124,5.416,-353.5591723499984,602.028295658556,-5.612096214047023,934.4976145247472,0.1845183888923851,-1.1382949656920789,-253.87987,187.81
1220,Slytherin,Jamar,Parr,1999-08-27,Left,69182.0,-354.49685597448274,-3.9288526326247606,3.544968559744828,-6.1720000000000015,-390.22217382155367,418.4646065434931,2.4565518284853383,1041.4865300372674,7.144739667669415,1.5360161919736623,-253.03832000000003,-42.87
1093,Hufflepuff,Terri,Spring,1999-02-04,Right,49757.0,367.69095199960736,2.8354184096523087,-3.676909519996074,7.34,-465.8108826443532,473.7168029450325,6.085747061659565,1043.333387377317,7.247453558619819,,-241.35343,-9.93
1240,Hufflepuff,Stephanie,Hackney,1998-03-28,Right,50395.0,489.4217670746675,3.4146834610478884,-4.8942176707466745,4.935,-340.6188577786777,442.0216518796211,2.800538241316921,1039.170661005052,4.415497426900858,-0.3755688018189505,-245.28454,23.82
396,Gryffindor,Vickie,Goldstein,2000-10-21,Left,50332.0,738.6147903861419,-5.8126342008269845,-7.386147903861419,2.949,-761.9776127657018,601.028420609672,-5.204115373285797,916.7977635889624,3.609409658842453,0.6489782092768511,-258.2564,243.22
1115,Hufflepuff,Andria,Crowe,2000-09-16,Left,65186.0,268.14595883873346,5.84398529743739,-2.6814595883873347,5.126,-697.1033783558922,427.6467836329954,5.41406659001235,1061.8436947459563,5.656970556643323,-0.2074075708971208,-242.39369,-21.29
553,Hufflepuff,Oliver,Switzer,1997-08-08,Left,55942.0,344.12281020784417,3.673646908245589,-3.441228102078441,5.574,-575.3306717301903,,4.4811782185199664,1056.958892681317,5.341886720625477,1.1197646838645885,-243.6697,-17.71
898,Hufflepuff,Jenny,Pulliam,1998-06-03,Right,61461.0,426.6222358756738,7.544357371536696,-4.266222358756738,3.543,-522.81804666697,390.1759706925024,6.643084813182153,1046.2952322976817,4.64282445405494,-0.6039212757346452,-243.62877000000003,-18.55
974,Gryffindor,Nelson,Lin,1999-05-01,Right,50255.0,520.4444863107979,-6.895851943274286,-5.2044448631079785,3.395,-374.9720898207452,565.7792557426502,-3.371216129728814,950.92147677949,3.642031301648341,0.5785995449325707,-255.09776,146.29
88,Hufflepuff,Marion,Galindo,2000-02-23,Left,47052.0,561.6559199596363,6.154023758537017,-5.616559199596363,3.749,-246.9314297363984,386.4191261879637,4.249600813824982,1028.143468794004,2.5104245404568672,-0.8511317571161439,-245.17349,17.14
714,Slytherin,Alton,Ernst,2000-11-29,Right,63213.0,-450.3670469107474,-5.678248373687673,4.5036704691074725,-6.846,-530.3638445725453,378.32600633384567,4.542627326658198,1058.1281112426936,9.264959889412737,-0.8566192948238749,-253.3846,-91.76
1549,Gryffindor,Kelley,Reddy,1999-08-27,Right,64978.0,502.09291796535706,-5.6043277406172365,-5.020929179653571,3.417,-695.2012027291944,578.7482047021279,-6.393793228014975,924.4562342520557,0.0083518239173772,-0.4900795059740185,-257.07289,204.0
73,Hufflepuff,Mellisa,Musgrove,1999-01-26,Left,46240.0,530.227319204472,6.551776365317947,-5.302273192044719,3.148,-576.4826954194305,402.5438609598957,1.516808067912832,1051.9780183059731,3.849727948784812,0.4555014065502934,-246.20151,57.61
153,Slytherin,Sammie,Zimmerman,2001-09-30,Right,43554.0,-504.6721595953056,-5.39052417277721,5.0467215959530565,-3.555,-477.0412098100229,415.6170329594536,6.743407605252114,1038.294797318717,10.35371257616464,0.4496306846126323,-248.00827,-74.44
101,Hufflepuff,Robbie,Waller,2000-06-10,Left,35880.0,571.7538745192702,6.9627788390350505,-5.7175387451927016,4.667,-527.3920440100405,384.62258254292,4.525148311300644,1045.3806518855465,4.608998704258504,-1.0939695359860364,-243.71814,32.63
70,Ravenclaw,Milo,Wicks,1997-05-10,Right,,-189.27003255905225,4.7061151410689135,1.892700325590522,7.776,636.457836760555,618.4120768692837,5.972014066480608,1065.549153467155,8.157173029037725,1.3578528720761662,-230.66224,-34.52
180,Slytherin,Teddy,Dodds,1999-12-19,Right,98109.0,-271.7128297113348,-3.955124098215249,2.7171282971133484,-5.757999999999999,-392.0618071488298,441.7305583811767,2.5573961571499333,,4.930318673966822,0.7684132928635885,-255.09825,-54.34
542,Ravenclaw,Katherine,Cottrell,1999-12-18,Left,30018.0,-299.9677998941454,8.681350333284053,2.9996779989414537,6.441,333.90851957698084,631.4899110289842,6.332564202632625,1059.0626799275717,10.565190308325382,0.0181234312622061,-227.33781,52.63
787,Slytherin,Carmella,Brice,2000-10-21,Left,38553.0,-487.41392736056616,-4.154068067861594,4.874139273605662,-4.584,-606.5736681668844,408.5078214157349,5.544340936435132,1053.69037311672,11.13024717905362,-0.8173413584060997,-248.47525,-49.14
228,Hufflepuff,Juan,Daniel,1998-09-30,Left,88229.0,184.3132966036434,1.9376656277622155,-1.8431329660364344,6.267,-427.3880128856544,394.98893183953726,5.6141456744214295,1061.6670612026358,2.216172615265963,-2.52462504394912,-244.25496,-119.21
635,Ravenclaw,Mai,Pickens,1997-01-10,Right,54349.0,-693.5505849001568,3.97958142671794,6.935505849001568,4.499,607.0951785170837,613.2129471845923,5.277836826274795,1042.69536482851,6.537683320125487,-1.0989677043687751,-230.10728,-21.59
609,Hufflepuff,Daniel,Mack,2000-09-12,Right,55999.0,563.1975418638233,6.383589184342432,-5.631975418638233,6.222,-528.8854870596416,449.3842536293274,4.362673307964222,1042.8726442244038,5.051625278346076,-0.3559642301215182,-243.1225,28.28
450,Hufflepuff,Max,Ashford,2000-06-30,Right,57712.0,569.9456905469365,6.006892991609679,-5.699456905469365,5.824,-419.66254227427146,383.7704562323709,,1043.2020984131966,3.539600951342048,0.3741922555811082,-243.80428,-30.5
761,Slytherin,Angelica,Mcclary,2000-07-10,Right,50108.0,-587.6312452456295,-2.314444018379577,5.876312452456295,-4.8180000000000005,-635.2009959106465,387.9010773506287,3.9286536962604575,1047.3089687743177,7.336730367604543,-0.4298970418518221,-248.38789,-44.37
843,Gryffindor,Traci,Flora,1999-07-11,Left,25998.0,,-4.106767560325523,-8.674625355673273,5.622000000000001,-169.4588638559141,637.9524684024317,-3.806293700322669,948.9432955948532,6.506273510022745,0.2391286351080225,-251.83724,233.26
364,Slytherin,Ben,Winstead,1997-03-07,Left,23779.0,-594.5577037927266,-4.17109495010504,5.945577037927268,-2.642,-633.2650914758867,410.0580287844673,6.121500343337202,1058.0423610469054,11.55238847063192,-0.0773774182665642,-245.01929,-50.01
847,Slytherin,Sherri,Watts,1999-07-23,Right,44724.0,-654.7338249059824,-2.7254299392128063,6.547338249059822,-1.422,-636.9606311297289,396.3231522929996,6.7756517006600285,1028.2484210849643,7.023336449895313,-0.9817210046036212,-244.35507,-70.31
370,Ravenclaw,Marquita,Bowling,1997-08-30,Right,52865.0,-489.4875499344749,3.0042298459448067,4.8948754993447485,5.16,446.6946029739634,625.5843833732472,4.7033299910138044,1054.899831108298,8.581514917533463,-0.1093827796078143,-231.99638,-8.39
238,Hufflepuff,Lenore,Trinidad,2000-11-07,Left,,572.782214091471,4.639782290727759,-5.72782214091471,7.938,-313.4671402062998,401.2322511385158,7.014270929761523,1034.3206795388833,4.0682062367883365,0.9739031227252268,-241.68553,-30.57
1055,Gryffindor,Kelli,Peeler,1997-09-18,Right,59532.0,150.10579655246653,-7.435714995252951,-1.5010579655246654,3.298,-390.57949255606377,608.727631543417,-3.355175571721391,968.684505690148,4.914490917635646,-0.6417049769922835,-252.08512,123.0
559,Ravenclaw,Betsy,Mcnulty,1998-08-31,Left,21978.0,-483.39828789482857,2.1911058941910784,4.8339828789482855,4.12,645.920887941366,591.1119466562639,,1062.0996082795405,9.814290301378072,-0.1220568156302735,-231.48288,1.54
517,Gryffindor,Tabatha,Flanagan,1998-11-05,Left,67622.0,586.0945563493209,-2.5966959008004267,-5.860945563493209,4.838,-767.8808347142361,652.1476705034981,-6.767152068492839,962.9371404905776,3.9612891978321714,-0.6459581455691756,-253.57317,234.36
1015,Ravenclaw,Alice,Sample,1999-03-07,Right,51386.0,-765.1109488354172,4.26452897891075,7.65110948835417,3.418,596.0040785637108,580.7135408125245,4.932212385631847,1055.643024226909,6.186262566433379,0.1278153624838509,-230.39459,-34.25
1276,Hufflepuff,Dominic,Merchant,1997-03-08,Left,83033.0,183.9600713274112,11.612895082210851,-1.8396007132741112,,-317.9165694768838,307.8595362768459,1.85433621440084,1038.9681790266511,-4.697483767872527,-0.0432722241286636,-245.70331,-12.03
1506,Hufflepuff,Chas,Betts,2001-02-12,Right,48568.0,458.85309205436414,4.764491470134097,-4.588530920543642,6.132999999999999,-732.2886763040233,485.7098886168212,5.928286927380812,1055.5322519688116,9.703235564731903,-1.8009115406794116,-242.1098,27.08
1537,Hufflepuff,Ismael,Novak,1999-12-31,Right,46466.0,555.8241173915566,8.10624551121145,-5.558241173915566,1.503,-253.7159444953948,349.67235867893464,3.3109284183566863,1029.878115376368,1.0977581176778577,0.1965851266238851,-246.47391,32.13
1120,Gryffindor,Cori,Royer,1999-09-27,Right,48056.0,351.3330730279649,-6.863084291557968,-3.5133307302796486,3.533,-492.35760312166497,585.6810560767573,-5.089860354186827,935.036639180494,2.1396174547770057,0.3814726052917676,-254.32856,184.29
430,Gryffindor,Fran,Low,2001-07-19,Right,39620.0,91.14672493805624,-7.320354733922531,-0.9114672493805624,5.565,45.6434928294545,592.5766320388549,-3.1474488903863813,966.2681350316732,2.805419918712916,0.2531232824681196,-247.79105,107.0
294,Gryffindor,Wilburn,Okeefe,2001-05-26,Right,30788.0,742.2772325417573,-5.877094945620217,-7.422772325417572,4.495,-618.5908116446836,560.1524240856609,-2.227251867957805,960.8971875523732,6.762301327841233,,-254.44193,175.93
1285,Gryffindor,Marshall,Giron,2000-06-19,Right,70010.0,258.9341614422865,-6.9778881954345175,-2.5893416144228647,3.878,-448.8955418218991,576.4728318633063,-4.468341367335189,942.2656196784624,0.5810204151038771,-1.0057692321753606,-254.28586,130.13
952,Slytherin,Joseph,Schreiber,2001-06-02,Left,16913.0,-763.3174396998375,-5.8016100324544855,7.633174396998374,-2.355,-749.9118160797559,345.55387007774414,10.798491095352915,1053.1751978994594,12.389694942558808,-0.4179515753205594,-243.63957,-128.88
1222,Slytherin,Erika,Bedford,1998-09-23,Left,82947.0,-298.1569469845353,-7.80238485222471,2.9815694698453528,-5.85,-298.8535327130918,442.6285900814125,8.306097603449167,1000.6896202062976,9.717223533867353,0.6556993819631077,-254.49946,-109.4
278,Hufflepuff,Eunice,Bishop,1999-04-21,Right,41006.0,694.3322075781323,2.03124568915557,-6.943322075781324,7.561,-422.5349452671632,417.35645565165305,3.51866875307088,1049.5241702410026,5.070320265687394,-0.1587429742207667,-245.36754,2.22
668,Hufflepuff,Michale,Langlois,2001-06-07,Left,69160.0,300.5496934715618,2.5385916322719044,-3.0054969347156177,6.721,-852.6869054470523,428.7513123939876,3.6613015818290418,1085.144537606985,6.228572385470357,,-244.24317,-44.97
461,Gryffindor,Benjamin,Mcfarlane,2000-10-02,Left,53021.0,640.2052369010089,-5.677365110736727,-6.402052369010089,3.688,-484.8564202753364,601.0621258458191,-5.4250395378381535,922.0285469562244,1.9914290776244803,-0.5004472106286684,-256.25905,217.11
267,Ravenclaw,Landon,Holcomb,2001-05-24,Right,60018.0,-592.8948431034594,1.8690916025438948,5.928948431034594,4.5310000000000015,928.31787282509,675.9053382282099,4.661148527093861,1057.866105647187,9.196488128584813,-0.624845897067288,-230.83331,-28.82
1556,Ravenclaw,Fabiola,Squires,2001-09-01,Right,39080.0,-653.8800108045773,5.803000776420021,6.5388001080457725,4.053999999999999,778.2998689700772,604.0394873707806,4.971761465415954,1064.7370924588736,7.646739318711819,-0.7842817083230099,-228.24594,-9.64
380,Hufflepuff,Carol,Wilson,1998-12-17,Right,40414.0,753.4635137796266,6.291111468943551,-7.534635137796266,3.213,-202.8091957035153,283.8696087336624,3.969302000009869,1038.47165336542,-0.1864956093873795,-1.0013995734642809,-247.97369,-17.63
819,Ravenclaw,Juli,Trujillo,2000-02-18,Right,58803.0,-449.72258411126296,7.056490086208862,4.49722584111263,6.143,580.0831812733862,632.0268527645618,3.608038644357653,1048.6749353231523,5.4374892773871935,1.31416899995524,-229.49254,19.02
1309,Gryffindor,Ivory,Pendergrass,1997-04-28,Right,38984.0,316.81384089828214,-7.976095712394472,-3.1681384089828213,3.168,-538.7346273222963,589.2382289351627,-3.260270315751523,945.7826886699391,5.359299611376414,-1.8326926365159544,-253.72956,168.14
822,Slytherin,Candi,Sykes,1998-10-24,Left,39617.0,-455.4085671684825,-4.949604972832224,4.554085671684826,-4.825,-472.0535655167743,419.3398897564531,4.706164147245868,1054.6816807531673,11.016432552077507,-0.1657408823564566,-249.27836,-47.18
986,Ravenclaw,Fidel,Eagle,2001-09-10,Left,4047.0,-383.0333987947785,1.923503804848829,3.830333987947785,4.729,305.84423370075484,560.2076834008622,4.901420417423896,1066.8451563659496,11.229533465087297,-0.3931314259859302,-232.10082000000003,23.12
1199,Ravenclaw,Rolando,Braun,1999-01-18,Left,48452.0,-290.6711344446791,4.844407343929189,2.9067113444467907,6.768,444.4837853196204,592.7099527460847,3.4706951839244025,1036.1460804518829,4.817312467478311,2.24701984523719,-232.23808,20.23
1098,Ravenclaw,Mina,Ridgeway,2000-08-17,Left,86622.0,529.6204099637093,,-5.296204099637094,,-787.3529626412601,669.6374760447687,-7.4311669824749504,954.9756228703984,2.5835850517201657,0.8570319279629859,-254.67353,230.37
195,Hufflepuff,Fern,Cummings,1999-06-06,Right,34642.0,675.1752309586523,,-6.751752309586522,4.961,-402.1696082189196,430.1812892011132,3.550969341718713,1037.566952508938,5.842755458433974,,-245.16055,53.66
240,Hufflepuff,Anton,Bouchard,1997-06-04,Left,41002.0,500.9054165532877,7.433887889603149,-5.009054165532876,4.378,-470.8725793299666,399.9310201456256,2.7037055154047103,1040.667870394583,2.9446756100290954,0.5665889409727437,-243.72801,52.66
1151,Slytherin,Cameron,Tillery,2000-01-10,Right,72748.0,,-3.0604585393559565,3.6512606416489177,-3.671,-518.5305551999894,436.6478557829657,4.428301409684453,1020.4368842138944,6.612472652838155,0.3755251551741971,-250.39719,-44.47
120,Ravenclaw,Ruthie,Hennessey,1999-10-02,Left,55822.0,-605.1690924876692,3.649099472007122,6.051690924876692,5.044,606.1203514615,690.8804539178152,4.221924952936674,1041.5330878808963,8.997370378174917,0.9700286918905174,-230.0022,24.51
142,Gryffindor,Dick,Enos,2001-03-18,Left,47266.0,469.4059601258023,-5.529584365411202,-4.694059601258023,3.981,-520.9485966422131,622.3857795225591,-4.622835308067772,957.758514994862,5.3516419173430565,1.5883960374994828,-253.08888,196.78
2,Ravenclaw,Stephany,Braun,1999-11-03,Left,23702.0,-366.0761168823237,7.7250166064392305,3.6607611688232367,6.14,664.8935212343011,602.5852838484592,3.5555789956034967,1088.0883479121803,8.728530920939827,-0.5153268462809037,-227.34265,30.42
356,Slytherin,Zenaida,Schramm,2001-07-14,Left,77425.0,-381.8708983922251,-9.563072321784126,3.818708983922252,-6.629,-300.2948486872032,416.8934281736852,5.2697460267505845,1051.3372834349227,10.506074648954272,0.3157484080923054,-255.73682,-130.32
1474,Gryffindor,Modesto,Doll,1999-05-12,Right,,461.5154106485973,-4.1022277471311845,-4.6151541064859725,5.445,-554.6930593257622,623.8274541233862,-7.1845569121851325,923.1670421038008,-0.8586861485463508,-0.2895245161008638,-253.65055,223.8
1493,Hufflepuff,Rosalind,Shank,2000-12-16,Right,62205.0,706.5193013025998,1.9091293107169365,-7.065193013025999,8.445,-580.3712272444664,371.3229745861128,7.390881166813591,1068.152572390709,5.704590082944097,0.3051855711559427,-245.39275,-96.22
708,Gryffindor,Alina,Gilbertson,1998-06-21,Right,,447.6351232228682,-6.03139438918446,-4.476351232228682,3.599,-602.4901457749172,586.4151454504482,-4.192877729148022,957.1391802198864,3.6360067634118254,-0.72546634691577,-254.90392000000003,157.15
1177,Gryffindor,Lowell,Lerma,1999-06-05,Left,35676.0,870.0722354674217,-3.192992805565144,-8.70072235467422,5.747000000000001,-688.0766695307193,584.8399242939239,-6.190186555149475,932.4008589906912,2.197779365757913,0.7035366886436872,-254.85994,260.75
940,Gryffindor,Ashleigh,Allen,1998-10-28,Left,91614.0,230.74904783788315,-7.849294245004313,-2.307490478378832,1.27,-720.7482603958988,592.8291090268143,-5.263090198364386,931.0905516679488,0.9271123812283896,-0.515120999374868,-258.72942,143.23
1121,Ravenclaw,Raymon,Frazer,1997-10-10,Right,33196.0,-379.7072491112845,5.007685512139741,3.797072491112845,5.591,457.6933204540464,645.1279050976551,6.76230682654924,1064.269161107592,12.327688766014647,-0.5060061680781516,-229.04353,16.92
237,Ravenclaw,Kurtis,Gilbert,1999-08-22,Right,79921.0,-362.7809783382849,4.994598845871492,3.62780978338285,6.6610000000000005,659.9753170166288,571.2755859306069,4.5430171582519625,1050.249444758528,2.5641565046084933,-0.6075281623329161,-232.57179,-65.64
906,Hufflepuff,Rafaela,Wilkins,1997-11-04,Right,38711.0,627.6726416763871,9.21418938494727,-6.276726416763871,1.984,-454.60519958705527,336.91673473968103,7.623425660865378,1037.4268926761697,4.914658994141844,-0.4287250106984071,-244.59027000000003,7.32
480,Hufflepuff,Elissa,Breeden,2001-03-03,Left,40911.0,562.2372452094488,6.372209361914518,-5.622372452094488,4.235,-208.6014754919954,396.49687630181,5.72079959242632,1023.4361194875412,3.6779910687594617,-0.5611337507459249,-243.6513,16.24
309,Slytherin,Stacey,Crouse,1999-10-28,Right,37273.0,-614.0486161818812,-4.904819241191567,6.140486161818813,-4.718,-505.3700103361954,384.3865040093263,6.114746268856534,1048.862295798725,9.843033939339035,1.0696268021734785,-247.90016,-76.72
438,Slytherin,Will,Chau,1998-10-25,Left,37007.0,-419.87890478384736,-4.672220154574621,4.198789047838474,-6.051,-258.955543575826,444.9568746558168,3.1336000274658966,1046.3159124366416,10.684186361838382,-0.370927652218433,-250.03644,-11.4
312,Slytherin,Joesph,Crider,2000-12-26,Right,47623.0,-536.3390923804719,-7.420798918373919,5.36339092380472,-7.47,-399.8240557629676,377.85172106440393,3.4836177026574844,1080.3091206019358,10.971958178524694,-0.3534659362784106,-253.02997,-94.43
1389,Ravenclaw,Elmo,Stanton,1999-02-25,Left,-3149.0,-464.4981085489781,2.415141862888144,4.644981085489781,2.878,-97.5858786181722,490.7030699269789,5.849143760682257,1046.153609188954,9.985733337326078,-0.296716866711745,-234.12683,32.6
456,Slytherin,Valeria,Goode,2000-06-25,Left,43320.0,,5.10497431585283,7.135817918235342,3.809,455.50178304034034,602.5491393909707,6.489467654942421,1046.3270900426212,,,-229.18962,-8.64
1047,Ravenclaw,Lourdes,Musselman,2000-10-11,Right,69832.0,-444.67332698697913,5.713694029818678,4.446733269869792,5.8660000000000005,410.83031303821775,611.4247796167398,4.3864314473086585,1050.1691744865498,5.517142851324903,0.5799039136006011,-231.59138,-13.49
258,Gryffindor,Marcia,Maes,2001-01-16,Left,48115.0,526.4535187069458,-4.936865995156434,-5.26453518706946,5.6679999999999975,-159.97979578022282,597.2128748307258,-2.601618698655789,986.713972813056,5.484833090287914,0.5163330929597502,-250.21028,124.23
1067,Gryffindor,Mamie,Hightower,1997-12-28,Left,64197.0,849.1318777579103,-0.4183538039460535,-8.491318777579103,6.5820000000000025,-442.00182192280334,689.6572057803877,-7.429914876640966,955.8738141999048,3.2760671462341624,-2.3871814853819697,-251.91111,270.27
946,Hufflepuff,Tameka,Kang,1999-07-03,Right,46133.0,665.3382893754225,5.6596975957124105,-6.653382893754225,5.046,-557.6472442087255,389.2803603770486,5.743512319936426,1051.7334157625446,5.9369564541165385,0.6781512166878525,-245.04442000000003,-0.03
470,Ravenclaw,Earle,Voigt,1997-07-02,Right,26818.0,-732.604264035451,3.032453200987587,7.326042640354513,2.787,706.9094088328372,608.7013851651373,4.295821493566374,1062.7909134261006,9.407522694268604,-0.216905492956424,-229.9649,4.9
589,Ravenclaw,Mindy,Luster,2001-10-31,Right,36149.0,-561.8117951882483,5.216779936075136,5.618117951882484,3.806,724.4875914001436,578.9995433974888,5.628158780358448,1060.110619819071,7.733989766311735,-0.6426042917848138,-229.72515,-16.91
1545,Slytherin,Ben,Munger,1998-06-21,Right,,-645.5152046244248,-6.7978607476166335,6.455152046244247,-5.629,-632.6272127996734,336.6360753157603,7.352606480192351,1072.693300167327,11.413822229016883,-0.6784006159480906,-249.64377,-131.52
606,Ravenclaw,Loren,Free,1996-12-05,Right,46653.0,-285.78368233633614,7.217582717502638,2.8578368233633613,6.021,626.6205125614016,607.1918851637639,3.1001683062146763,1044.5810172726335,5.020294991072458,1.249410689279856,-230.64592,38.12
1232,Gryffindor,Darryl,Matthew,2001-01-28,Left,60698.0,470.11887089019166,-5.164334045477509,-4.701188708901916,5.5470000000000015,-132.1994400396955,616.9408247172803,-3.4931193492824524,963.3682646230012,3.2778293052892726,-1.069742383803013,-251.06188,136.32
179,Ravenclaw,Rose,Torres,1997-12-16,Right,55371.0,-547.5567676599428,7.140489002772678,5.47556767659943,5.138,409.3729203396052,585.1080820440028,4.634795640063025,1042.6214310907126,4.742602440999928,-0.8365459311603338,-230.03135,4.41
1164,Ravenclaw,Nola,Hawkins,1999-02-16,Left,52441.0,-513.4299866657241,4.6692128482294,5.134299866657241,4.95,423.5183419162002,603.5352548776592,4.146638043963018,1049.6901233532303,6.623329450650334,-1.4532109189513185,-231.56717000000003,2.67
1364,Ravenclaw,Ruth,Treat,1997-10-14,Left,44701.0,-207.357903177134,5.268028765332951,2.0735790317713394,7.6,777.4941327184598,622.1680865080473,4.7355737451432764,1085.6967991823144,8.940047885554645,-2.3132329058701098,-229.29394,-20.43
